61.00,59.99,59.56,59.99
46.67,37.69,35.50,37.30
66.90,59.69,51.25,48.10
39.21,36.00,35.13,40.00
39.00,47.10,48.03,46.30
32.40,26.59,25.77,24.10
43.18,44.97,46.88,50.01
65.10,64.48,64.48,64.48
38.40,40.50,41.00,40.50
19.90,19.60,23.20,26.85
50.01,48.50,43.09,37.61
59.33,59.00,57.48,57.10
61.98,62.47,51.79,48.50
63.48,63.76,65.00,65.00
46.71,48.90,59.13,62.00
29.03,30.90,39.49,46.67
58.81,59.31,59.31,58.10
61.00,63.98,64.19,63.50
63.08,65.27,66.96,67.98
63.03,63.00,59.59,55.88
68.15,68.10,66.54,64.41
55.02,59.00,60.30,60.20
60.10,62.00,61.60,60.95
40.00,38.18,35.40,33.99
44.66,44.22,43.10,40.85
63.01,64.00,62.01,54.87
57.07,60.00,62.19,62.23
46.50,46.48,46.50,47.16
24.80,25.00,26.10,28.29
57.52,60.29,60.47,60.47
53.89,58.70,59.99,55.10
66.10,63.33,61.75,61.10
30.07,29.03,30.90,39.49
57.07,61.78,61.38,53.97
62.47,59.30,59.48,56.37
61.26,62.31,62.69,61.19
61.69,61.00,60.53,60.53
70.00,68.98,66.20,63.07
61.47,65.01,77.32,85.00
30.00,26.83,24.10,20.00
63.29,63.29,63.50,64.10
56.00,54.75,54.15,60.68
48.88,50.48,51.33,51.08
40.20,40.23,40.23,40.09
43.50,40.78,39.91,40.50
59.50,56.00,49.85,49.01
58.42,60.95,62.60,65.10
45.10,45.10,41.29,41.29
38.32,35.50,35.00,36.78
44.30,46.30,47.00,48.77
60.00,59.16,55.10,54.16
47.19,33.10,30.20,27.00
42.87,52.10,53.90,54.80
31.40,30.00,29.30,29.40
52.19,52.28,53.19,56.28
40.94,40.50,45.00,46.67
56.10,54.49,52.03,50.01
46.50,46.50,46.48,46.50
65.46,65.46,68.60,68.69
51.89,46.69,46.58,46.58
56.00,54.60,53.31,52.41
46.26,50.48,70.16,77.15
56.70,53.09,49.60,50.04
55.00,54.69,55.11,60.73
27.27,24.14,24.65,31.00
64.10,65.19,64.00,54.03
68.02,70.00,72.69,72.28
36.50,41.50,44.50,53.01
56.44,56.50,56.80,55.94
44.29,44.67,44.30,51.83
62.70,60.00,50.84,51.00
55.15,56.11,56.18,54.99
59.59,60.50,63.50,61.69
48.59,54.10,58.81,59.76
59.10,59.10,57.00,57.50
60.10,64.33,64.41,59.69
62.00,60.01,57.60,50.90
60.00,57.80,52.60,50.69
51.87,46.85,42.15,44.30
30.00,30.00,27.17,34.00
45.01,46.07,47.38,45.01
66.96,67.52,65.97,63.68
49.98,49.98,47.95,47.00
60.22,60.25,58.01,56.15
51.31,60.89,63.31,64.31
43.98,47.60,51.36,55.90
35.42,38.40,44.00,47.13
60.17,62.52,63.51,62.18
55.60,56.32,56.70,55.19
31.55,35.70,35.71,33.50
68.81,79.99,85.05,79.99
39.50,48.61,49.10,42.10
61.51,54.90,51.50,49.30
39.00,40.13,42.10,43.98
35.01,30.10,27.79,27.26
55.53,55.07,44.35,43.99
25.00,22.05,23.55,30.00
62.00,61.94,60.80,61.00
43.30,43.10,44.98,40.50
29.50,27.84,27.45,29.65
62.90,56.20,47.00,44.08
57.90,70.00,69.19,63.60
46.50,46.50,55.02,59.00
12.00,25.84,26.69,36.80
45.90,41.49,40.41,43.18
60.00,60.00,60.01,60.95
28.59,30.13,35.12,41.79
52.00,45.24,45.98,43.76
43.25,36.58,34.50,34.25
66.49,67.73,71.46,74.69
43.98,44.91,51.00,55.76
57.93,64.89,70.52,71.25
60.10,60.10,65.00,62.99
38.45,33.92,30.13,28.60
42.00,44.14,48.62,60.00
44.30,51.83,57.60,57.17
66.60,67.94,69.89,70.91
66.19,68.66,70.70,70.09
43.63,38.11,35.00,35.71
39.14,36.50,36.00,36.50
42.17,43.30,52.69,60.00
55.06,54.91,52.60,48.23
70.15,71.00,69.00,65.01
52.41,55.49,58.59,53.41
53.81,56.62,55.19,54.24
43.43,49.97,55.15,56.11
43.10,43.60,39.25,35.00
64.10,66.57,64.18,55.00
52.00,49.80,48.90,43.88
54.25,53.25,55.10,55.26
50.48,46.76,43.89,41.10
58.92,58.09,57.00,53.03
37.49,36.99,37.00,37.90
49.97,49.61,49.85,49.85
52.69,51.10,47.69,45.00
30.10,24.99,10.00,5.00
4.99,5.00,6.50,11.70
56.20,55.10,52.60,51.36
49.57,57.10,59.59,59.10
58.60,59.10,59.10,57.00
67.00,67.10,67.57,67.10
38.40,27.91,25.00,12.40
64.10,64.10,64.10,64.03
53.02,52.10,48.60,47.60
52.69,43.99,39.15,38.17
47.98,45.88,45.79,45.79
34.60,39.00,42.71,39.21
40.00,44.93,58.34,62.20
50.00,47.89,48.62,48.62
60.10,60.00,60.10,59.75
61.10,60.00,52.60,46.30
56.80,59.00,63.69,63.69
65.98,63.44,51.85,49.78
56.10,52.65,46.64,45.69
70.00,70.69,70.52,67.11
28.01,28.05,29.85,39.50
45.50,43.50,40.78,39.91
55.51,58.44,56.67,50.83
56.63,59.60,60.19,61.00
48.62,47.69,45.85,45.78
16.33,21.10,26.55,33.02
65.42,65.85,60.60,61.10
33.60,42.00,52.55,54.69
62.00,60.83,60.60,60.69
64.19,64.69,64.19,60.80
41.77,38.00,37.10,36.90
54.38,54.36,52.04,54.38
44.50,53.01,51.56,49.16
64.13,65.57,67.00,67.10
55.89,60.10,66.00,67.10
59.19,56.28,56.60,56.69
49.10,51.25,53.60,58.02
49.23,48.54,49.23,54.70
53.10,54.60,53.75,51.24
62.50,60.25,60.11,61.57
70.00,70.10,65.46,63.00
61.64,60.76,62.75,65.78
59.70,58.90,55.00,53.60
61.00,60.53,60.53,62.50
26.25,26.26,27.30,27.42
51.00,50.13,50.00,50.00
52.05,46.56,41.10,40.02
47.50,46.89,44.12,43.10
18.20,10.00,14.84,14.84
38.18,35.40,33.99,35.42
64.03,64.27,62.60,62.00
44.43,43.85,43.00,43.85
47.89,48.62,48.62,50.00
41.15,43.00,45.12,44.71
41.70,36.59,36.49,36.49
46.86,44.98,44.68,43.56
47.35,50.84,55.10,59.42
37.63,41.29,55.00,56.55
55.48,53.83,52.70,53.07
53.69,50.89,47.02,41.50
27.28,24.10,22.10,22.10
46.50,46.50,41.03,41.70
64.10,64.18,64.10,64.18
41.40,39.24,38.40,38.34
45.66,40.50,39.30,39.30
44.72,45.69,48.00,62.93
58.90,63.89,82.01,77.56
52.86,56.70,62.10,63.44
60.75,56.00,53.10,49.31
69.48,70.20,70.49,70.81
30.00,32.45,41.60,44.69
59.00,56.03,57.80,59.13
48.71,50.00,52.05,50.76
63.29,64.99,65.67,64.99
55.21,67.70,61.49,53.01
69.00,67.10,66.96,64.50
31.49,29.50,27.84,27.45
48.06,48.26,53.13,59.31
59.69,55.00,60.53,51.28
46.73,45.60,48.50,51.31
48.90,59.13,62.00,64.13
50.88,54.38,55.69,54.88
67.00,61.85,58.98,59.31
49.44,53.61,53.10,43.80
39.84,43.97,53.98,50.10
27.19,24.00,26.04,25.96
45.63,45.54,45.19,45.70
32.01,36.70,31.90,28.16
59.75,62.59,64.19,65.19
52.60,45.20,43.10,40.43
55.49,56.54,56.54,56.04
67.94,62.93,62.47,60.98
46.64,45.64,45.50,45.55
39.30,36.22,32.40,30.60
45.10,41.25,39.10,37.49
59.86,52.85,49.67,48.95
63.31,63.60,60.60,61.78
31.95,25.00,22.12,28.83
41.10,36.31,31.21,25.36
66.60,61.10,63.60,61.10
56.44,56.69,58.56,60.01
62.21,64.13,65.57,67.00
45.79,45.88,48.09,48.69
42.33,42.17,43.38,42.17
